"Country" "Year" "Child_mortality" "Fertility" "GDPPPP_percapita" "Gini" "Life_exp" "Population" "Population_density" "Population_over_60" "Urban_population"
"860" "Oman" "1980" 11.1 8.3 15200 38 62 1.15 3.29 4.91 47.6
"861" "Pakistan" "1980" 16.4 6.54 2140 30.8 60.2 78.1 105 5.47 28.1
"862" "Palestine" "1980" 7.92 7.28 3080 34.7 66.7 1.51 241 3.39 62.4
"863" "Panama" "1980" 4.34 3.88 9530 49.6 74.2 1.98 26.4 6.15 50.4
"864" "Papua New Guinea" "1980" 10.8 5.69 2520 46.3 62.1 3.57 6.86 2.66 13
"865" "Paraguay" "1980" 6.52 5.17 7510 40.8 73.1 3.18 7.61 6.27 41.7
"866" "Peru" "1980" 12.6 5.02 7590 48 65.1 17.5 13.7 5.92 64.6
"867" "Philippines" "1980" 7.94 5.18 4500 40.5 65.7 47.4 161 5.19 37.5
"868" "Poland" "1980" 2.39 2.28 12000 25.6 70.5 35.5 116 13.2 58.1
"869" "Portugal" "1980" 2.75 2.29 16600 32.7 71.8 9.75 106 15.8 42.8
"870" "Qatar" "1980" 3.61 5.81 121000 33.6 70.3 0.224 23.9 2.13 89.4
"871" "Romania" "1980" 3.59 2.4 10800 19.3 69.6 22.6 96.2 13.7 46.1
"872" "Russia" "1980" 2.76 1.86 18800 23 67.7 138 8.44 13.5 69.8
"873" "Rwanda" "1980" 21.9 8.46 925 30.2 48.4 5.15 217 3.84 4.72
"874" "Samoa" "1980" 5.28 6.2 4340 40.7 65.2 0.156 58.3 4.67 21.2
"875" "Sao Tome and Principe" "1980" 9.09 6.39 3690 31.6 62.3 0.0958 101 6.89 33.5
"876" "Saudi Arabia" "1980" 9.43 7.21 24500 36.8 66.1 9.69 4.73 4.28 65.9
"877" "Senegal" "1980" 20.4 7.31 2450 55.3 52.9 5.58 29.6 4.74 35.8
"878" "Serbia" "1980" 4.21 2.35 14000 33.1 69.8 8.91 101 12.8 46.1
"879" "Seychelles" "1980" 3.05 3.85 10100 44.2 71.1 0.0662 143 8.42 49.4
"880" "Sierra Leone" "1980" 28.6 6.69 1550 47.9 48.4 3.39 46.9 6.43 29.8
"881" "Singapore" "1980" 1.47 1.82 20200 41 71.7 2.41 3510 7.49 100
"882" "Slovak Republic" "1980" 2.44 2.37 14200 21.4 70.7 5 101 13.3 51.6
"883" "Slovenia" "1980" 1.82 2.06 25400 27.6 71.3 1.84 94.4 14.1 48
"884" "Solomon Islands" "1980" 5.32 6.75 1600 46.8 54.4 0.231 8.12 4.92 10.6
"885" "Somalia" "1980" 20.5 7.01 948 36 48.9 6.28 9.39 5.27 26.8
"886" "South Africa" "1980" 9.2 4.84 12100 65.8 59.5 28.6 24.1 5.95 48.4
"887" "South Korea" "1980" 3.58 2.54 6040 38 67.3 38 386 5.99 56.7
"888" "South Sudan" "1980" 29.4 6.85 2820 47.4 53.1 4.5 7.43 4.3 8.52
"889" "Spain" "1980" 1.49 2.22 18800 34.5 75.5 37.7 74.6 15.3 72.8
"890" "Sri Lanka" "1980" 5 3.41 3080 32.8 69.3 15 238 7.38 18.6
"891" "St. Lucia" "1980" 3.14 4.7 5690 42.6 68.7 0.118 197 7.22 26.5
"892" "St. Vincent and the Grenadines" "1980" 5.33 3.99 4080 40.4 68.6 0.101 276 8.75 35.9
"893" "Sudan" "1980" 14.6 6.8 3000 36.4 54.8 14.5 9.45 3.93 20
"894" "Suriname" "1980" 6.16 3.92 13100 51.9 66.8 0.36 2.4 6.14 65
"895" "Sweden" "1980" 0.845 1.68 28500 23.1 76.1 8.32 20.4 21.9 83.1
"896" "Switzerland" "1980" 1.04 1.51 49100 36.1 76 6.28 158 18.3 74.5
"897" "Syria" "1980" 6.06 7.09 12100 36 70.2 8.93 48.4 4.61 46.7
"898" "Tajikistan" "1980" 12.9 5.69 5490 27.7 65.3 3.91 28.3 5.6 34.3
"899" "Tanzania" "1980" 17.8 6.65 1390 28 55.4 18.5 21.8 4.61 14.6
"900" "Thailand" "1980" 6.06 3.39 4190 44.9 66.5 47.4 89.5 5.16 26.8
"901" "Timor-Leste" "1980" 23.6 4.77 1640 36.8 52 0.6 43.2 4.13 16.5
"902" "Togo" "1980" 17.7 7.21 2080 54.4 55.8 2.72 52.2 4.77 24.7
"903" "Tonga" "1980" 2.96 5.55 2510 39 68.4 0.093 149 5.48 21.2
"904" "Trinidad and Tobago" "1980" 3.95 3.28 17000 43.1 67.6 1.08 220 7.14 52.3
"905" "Tunisia" "1980" 9.55 5.24 5230 44.2 66.3 6.37 42.3 5.86 50.6
"906" "Turkey" "1980" 12.9 4.41 8290 46.7 64.1 44 57.3 6.87 43.8
"907" "Turkmenistan" "1980" 12.3 5.17 8230 31.2 63.6 2.88 6.09 6.11 47.1
"908" "Uganda" "1980" 21.5 7.1 949 53.3 50.8 12.4 66.5 4.73 7.53
"909" "Ukraine" "1980" 2.7 1.99 12900 33.1 69.8 50 86.3 15.5 61.7
"910" "United Arab Emirates" "1980" 3.54 5.51 93800 31.7 67.6 1.02 14.3 1.99 80.7
"911" "United Kingdom" "1980" 1.41 1.73 24400 28.9 73.8 56.2 232 20 78.5
"912" "United States" "1980" 1.5 1.82 33100 34.9 74 229 24.4 15.7 73.7
"913" "Uruguay" "1980" 3.97 2.73 11600 39 70.6 2.92 17.1 14.5 85.4
"914" "Uzbekistan" "1980" 11.7 5.11 4580 37.1 67.5 15.9 37.5 5.91 40.8
"915" "Vanuatu" "1980" 6.87 5.58 2240 38.3 62.1 0.116 9.69 5.13 14.7
"916" "Venezuela" "1980" 4.39 4.2 18900 55.7 69.7 15.2 16.6 5.02 79.2
"917" "Vietnam" "1980" 6.82 5.05 1290 35.7 66.3 54.3 169 7.99 19.2
"918" "Yemen" "1980" 20.8 8.75 4240 37.2 53.3 7.94 17.4 4.97 16.5
"919" "Zambia" "1980" 15.6 7.09 2210 66.5 55.6 5.85 7.7 4.5 39.8
"920" "Zimbabwe" "1980" 10.7 7.1 3450 38.6 60.4 7.41 18.2 5.5 22.4
"921" "Afghanistan" "1985" 21.1 7.46 1520 34.5 42 11.9 16.2 3.97 19
"922" "Albania" "1985" 5.46 3.27 4630 26.9 71.9 2.97 116 7.57 35.1
"923" "Algeria" "1985" 7.44 5.84 9630 40.1 64.7 22.4 9.29 4.66 48
"924" "Angola" "1985" 22.6 7.38 1440 53.6 48.6 9.96 8 3.61 30.3
"925" "Antigua and Barbuda" "1985" 3.8 2.09 10900 38.4 73.8 0.0618 148 12.6 35
"926" "Argentina" "1985" 3.06 3.09 14600 42.5 71.7 30.2 10.8 12 85
"927" "Armenia" "1985" 5.99 2.48 6710 41.6 71.3 3.34 116 7.69 67.1
"928" "Australia" "1985" 1.13 1.9 28400 32.5 75.6 15.7 2.06 14.7 85.6
"929" "Austria" "1985" 1.26 1.47 31800 26.2 74.3 7.61 91.6 19.8 64.3
"930" "Azerbaijan" "1985" 10.2 3.24 9010 34.5 66.9 6.67 83.4 6.69 53.5
"931" "Bahamas" "1985" 2.78 2.86 36000 43.3 70.2 0.235 45.9 6.77 76.7
"932" "Bahrain" "1985" 2.51 4.36 39100 35.9 69.4 0.419 555 3.53 87.2
"933" "Bangladesh" "1985" 17.3 5.52 1340 26.9 53.8 90.8 737 5.43 17.5
"934" "Barbados" "1985" 2.19 1.83 12900 47.4 74 0.256 600 14.4 38.7
"935" "Belarus" "1985" 1.76 2.11 9240 19.8 71.1 9.9 49.9 14.4 61.8
"936" "Belgium" "1985" 1.18 1.57 30400 25.2 74.6 9.92 326 19.5 95.9
"937" "Belize" "1985" 5.15 5.02 3440 60.8 72.1 0.165 7.17 6 48.4
"938" "Benin" "1985" 19.5 6.97 2250 41.5 53.9 4.28 39.2 5.97 30.8
"939" "Bhutan" "1985" 15.9 6.31 1720 41.3 56.2 0.464 12.6 4.7 12.9
"940" "Bolivia" "1985" 14.6 5.13 4470 44.7 59.1 6.18 5.89 5.87 50.5
"941" "Bosnia and Herzegovina" "1985" 2.7 1.93 5040 30.6 71.4 4.39 85.6 9.47 37.6
"942" "Botswana" "1985" 5.48 5.45 5460 54.2 62.5 1.07 2.01 4.72 26.7
"943" "Brazil" "1985" 7.72 3.45 10300 55.6 64.6 135 16.4 6.31 69.9
"944" "Brunei" "1985" 1.47 3.79 90600 34.2 68.5 0.224 38.5 4.1 65.7
"945" "Bulgaria" "1985" 1.96 2 13500 23.2 70.4 8.98 82.3 18.2 64.6
"946" "Burkina Faso" "1985" 21.5 7.14 994 48.3 50.6 7.73 29.2 5.67 12.3
"947" "Burundi" "1985" 17.6 7.49 1130 33 49.3 4.75 191 4.83 5.22
"948" "Cambodia" "1985" 11.9 6.31 1790 42 54.5 7.71 40.7 4.86 13.9
"949" "Cameroon" "1985" 14.9 6.7 4970 34.3 57.7 10.1 21 5.78 36.2
"950" "Canada" "1985" 0.975 1.61 32300 31.8 76.4 25.7 2.84 14.6 76.4
"951" "Cape Verde" "1985" 7.88 5.88 1630 52.7 67.6 0.312 84.3 7.18 31.5
"952" "Central African Republic" "1985" 17.9 5.94 1350 64.3 49.5 2.54 4.1 4.83 35.5
"953" "Chad" "1985" 22.6 7.12 900 37.4 52.4 5.1 3.94 5.7 19.8
"954" "Chile" "1985" 2.24 2.67 8010 56.2 72 12.3 16.4 8.07 82.6
"955" "China" "1985" 5.4 2.66 1550 27.9 66.6 1080 110 7.52 22.9
"956" "Colombia" "1985" 4.29 3.42 7450 51.7 67.2 30 26.1 5.54 67
"957" "Comoros" "1985" 14.7 6.58 2940 50.3 56.5 0.355 202 6.42 25.5
"958" "Congo, Dem. Rep." "1985" 19.7 6.85 2100 42.3 53.7 29.9 13.6 4.63 28.5
"959" "Congo, Rep." "1985" 9.4 5.77 5860 45.1 55.6 2.05 6.04 5.33 52.2
"960" "Costa Rica" "1985" 2.28 3.41 8910 36.7 75.7 2.74 54.3 6.65 45.4
"961" "Cote d'Ivoire" "1985" 15.5 7.04 3180 45.5 57.4 9.92 31.3 4.07 37.9
"962" "Croatia" "1985" 1.82 1.92 19400 22.7 71.3 4.72 85.9 16 49.3
"963" "Cuba" "1985" 1.71 1.84 5950 40.7 74.2 10.1 95.1 11.2 70.9
"964" "Cyprus" "1985" 1.35 2.46 18100 29.9 73.3 0.704 79.2 13.1 64.7
"965" "Czech Republic" "1985" 1.42 1.93 20300 19.7 71.3 10.3 133 17.4 75.4
"966" "Denmark" "1985" 0.965 1.45 36000 28 74.8 5.11 121 20.3 84.4
"967" "Djibouti" "1985" 13.4 6.22 3410 36.2 60.6 0.426 17.3 4.69 74.9
"968" "Dominican Republic" "1985" 7.27 3.88 5500 47.1 70.2 6.46 133 4.82 53.9
"969" "Ecuador" "1985" 6.96 4.21 8390 49.2 69.9 9.07 37.3 5.65 51.2
"970" "Egypt" "1985" 11.9 5.38 5730 31.1 60.1 49.3 50.3 6.52 43.9
"971" "El Salvador" "1985" 8.01 4.43 5040 51.9 65.6 4.94 235 4.58 46.7
"972" "Equatorial Guinea" "1985" 18.9 5.95 2390 41.4 51.1 0.352 13.5 5.97 29.9
"973" "Estonia" "1985" 1.9 2.19 15500 26.6 69.8 1.52 35.1 16.2 70.8
"974" "Eswatini" "1985" 8.66 6.29 3620 61.3 59.6 0.699 40.5 4 18.3
"975" "Ethiopia" "1985" 22.2 7.44 785 48.3 46.3 40.7 40.3 4.49 11.5
"976" "Fiji" "1985" 3.53 3.63 6960 41.6 66.1 0.712 39.8 4.34 38.5
"977" "Finland" "1985" 0.734 1.64 28100 22.4 74.9 4.91 16.2 17.4 75.8
"978" "France" "1985" 1.04 1.84 29500 35.9 75.8 55.3 99.9 18.2 73.7
"979" "Gabon" "1985" 10 5.69 19800 55.9 59.8 0.827 3.32 8.95 62.4
"980" "Gambia" "1985" 19.8 6.22 2240 41.5 59.6 0.756 84.6 5.85 33
"981" "Georgia" "1985" 5.05 2.27 13300 27.6 69.1 5.21 76.8 12.4 54.2
"982" "Germany" "1985" 1.12 1.45 33700 28.3 74.8 77.7 223 19.9 72.7
"983" "Ghana" "1985" 15.5 6.13 2150 36.5 58.2 12.8 60 4.03 32.9
"984" "Greece" "1985" 1.46 1.81 21700 36.4 75.9 9.97 75.2 18.1 70.5
"985" "Grenada" "1985" 2.7 4.23 5970 39.6 69.5 0.1 296 9.2 33.2
"986" "Guatemala" "1985" 10 5.87 5770 57.2 59.4 8.24 74 4.96 40.3
"987" "Guinea" "1985" 26 6.63 1420 48.2 49.6 5.47 22.5 6.68 26.6
"988" "Guinea-Bissau" "1985" 24.3 6.74 1780 44.6 46.5 0.872 32 7.1 23.7
"989" "Guyana" "1985" 6.64 3.35 4930 44.6 62.6 0.77 3.92 5.78 30
"990" "Haiti" "1985" 16.6 6.03 3620 56.7 53 6.34 227 6.25 23.3
"991" "Honduras" "1985" 7.42 5.67 3930 60.3 68.9 4.28 40.2 4.98 37.7
"992" "Hong Kong, China" "1985" 0.994 1.5 22000 45.8 76.3 5.29 4920 11.2 92.9
"993" "Hungary" "1985" 2.18 1.79 17300 20.7 68.9 10.6 116 18.1 65.1
"994" "Iceland" "1985" 0.764 2.15 30800 25.8 77.3 0.242 2.41 14 89.6
"995" "India" "1985" 14.6 4.48 1580 32.3 57.3 784 262 6.3 24.3
"996" "Indonesia" "1985" 10.3 3.75 3570 31.8 62.1 165 86.8 6.01 26.1
"997" "Iran" "1985" 7.48 6.22 10100 47.5 66.3 47.3 29 5.19 53.4
"998" "Iraq" "1985" 6.1 6.22 7290 29 62.7 15.6 36.3 6.08 68.8
"999" "Ireland" "1985" 1.07 2.45 20200 35.9 73.8 3.51 51.3 15 56.3
"1000" "Israel" "1985" 1.44 3.09 21200 36.5 75.6 4.04 193 12.9 89.8
"1001" "Italy" "1985" 1.2 1.42 30700 33 75.8 56.9 191 18.8 66.8
"1002" "Jamaica" "1985" 3.53 3.31 6640 40.5 73.1 2.34 212 9.54 48.4
"1003" "Japan" "1985" 0.747 1.71 27100 31.6 78.2 122 321 15.1 76.7
"1004" "Jordan" "1985" 4.4 6.59 9750 35.7 69.1 2.9 31 3.69 67
"1005" "Kazakhstan" "1985" 5.91 3.06 13100 33.6 67.7 15.7 5.71 8.23 56
"1006" "Kenya" "1985" 9.8 6.91 2900 61.1 63.4 19.9 33.5 3.36 16.1
"1007" "Kiribati" "1985" 11.4 4.91 2220 36.9 54.4 0.064 91.9 5.6 33.5
"1008" "Kuwait" "1985" 2.3 4.36 38900 35.9 75.2 1.74 106 1.96 97.9
"1009" "Kyrgyz Republic" "1985" 7.96 4.13 5290 34.3 66.2 3.99 21.2 6.76 38.4
"1010" "Lao" "1985" 17.8 6.36 1800 34.2 50.4 3.69 16.2 5.45 13.8
"1011" "Latvia" "1985" 1.75 2.15 16000 22.9 69.9 2.58 42.7 16.5 68.6
"1012" "Lebanon" "1985" 4.1 3.48 6850 40.4 65.1 2.65 315 6.28 79.4
"1013" "Lesotho" "1985" 9.86 5.31 1090 55.8 60 1.53 53.3 6.07 11.8
"1014" "Liberia" "1985" 23.8 6.88 1890 36.8 52.2 2.15 23.3 4.45 42.4
"1015" "Libya" "1985" 5.44 6.24 9180 38.7 71.3 3.87 2.2 4.24 75.5
"1016" "Lithuania" "1985" 1.74 2.06 16500 24.1 70.9 3.56 58.7 14.8 65
"1017" "Luxembourg" "1985" 1.12 1.45 50500 26.7 73.9 0.367 141 18.1 80.7
"1018" "Madagascar" "1985" 18.1 6.35 1840 46.2 54.8 10.1 17.7 4.76 20.9
"1019" "Malawi" "1985" 24.8 7.47 1080 56 50.2 7.27 80.6 5.44 10.2
"1020" "Malaysia" "1985" 2.16 3.82 8240 48.1 70 15.6 46 5.5 45.9
"1021" "Maldives" "1985" 11.3 7.11 6370 41.4 61.6 0.19 635 4.39 25.5
"1022" "Mali" "1985" 25.9 7.15 1290 51.4 48.3 7.83 6.71 5.88 21
"1023" "Malta" "1985" 1.39 1.98 12300 29.2 74.7 0.346 1110 14 89.8
"1024" "Mauritania" "1985" 13.9 6.24 4060 44.2 57.8 1.78 1.69 4.76 35
"1025" "Mauritius" "1985" 2.84 2.25 6390 37.1 68.8 1.02 505 7.49 42.3
"1026" "Mexico" "1985" 5.67 4.02 14500 49.6 68.6 76 38.2 5.59 69
"1027" "Micronesia, Fed. Sts." "1985" 5.87 5.6 2760 42.9 60.6 0.0856 126 4.89 26.1
"1028" "Moldova" "1985" 4.05 2.64 13700 22.9 66.3 4.22 131 12.6 44.2
"1029" "Mongolia" "1985" 13.5 5.35 2330 33.3 58.9 1.92 1.23 6.32 55
"1030" "Montenegro" "1985" 2.47 2.16 15100 30.1 73 0.614 43.8 11.2 42.3
"1031" "Morocco" "1985" 10.2 4.94 3650 39.2 64.4 22.5 50 4.51 44.8
"1032" "Mozambique" "1985" 25.6 6.35 400 53.8 45.8 12.8 16.1 4.78 18.3
"1033" "Myanmar" "1985" 12.7 4.23 857 38.1 53.4 38 56.5 6.71 24.4
"1034" "Namibia" "1985" 8.91 5.89 6390 63.7 60.2 1.2 1.33 5.72 26.4
"1035" "Nepal" "1985" 17.5 5.49 1460 30.5 54.7 16.9 119 5.63 7.39
"1036" "Netherlands" "1985" 0.971 1.51 31600 27.6 76.5 14.5 431 16.7 66.7
"1037" "New Zealand" "1985" 1.38 2.14 27600 27.2 74.2 3.27 12.3 14.5 83.7
"1038" "Nicaragua" "1985" 8.12 5.45 4510 53.5 63.3 3.73 31.3 4.15 51.7
"1039" "Niger" "1985" 33.4 7.87 1210 36 45.5 6.92 5.67 3.47 14.5
"1040" "Nigeria" "1985" 20.8 6.7 1880 38.7 54.9 83.6 91.8 5.17 25.6
"1041" "North Korea" "1985" 3.51 2.58 2900 41 66.2 18.9 160 6.13 57.6
"1042" "North Macedonia" "1985" 4.98 2.37 12100 37.7 70.5 1.98 80.3 10.1 55.7
"1043" "Norway" "1985" 1.02 1.68 38300 24.9 76.3 4.15 13.7 21.2 71.3
"1044" "Oman" "1985" 6.53 8.22 27600 36.8 64.8 1.5 4.37 4.42 57.1
"1045" "Pakistan" "1985" 15.2 6.41 2570 32.5 60.9 92.2 126 5.44 29.3
"1046" "Palestine" "1985" 5.86 6.88 2680 34.9 68.1 1.76 288 3.3 65.1
"1047" "Panama" "1985" 3.62 3.41 10700 54.6 75.3 2.22 29.6 6.31 52.1
"1048" "Papua New Guinea" "1985" 9.6 5.21 2500 46.3 62.2 4.08 7.61 3.14 14
"1049" "Paraguay" "1985" 5.48 4.97 7710 40.8 74.5 3.68 8.74 6.04 45
"1050" "Peru" "1985" 10.5 4.36 6460 45.6 65.9 19.8 15.4 5.53 66.9
"1051" "Philippines" "1985" 7.27 4.71 3750 41 66.5 54.3 183 5.14 42.2
"1052" "Poland" "1985" 2.04 2.26 12200 25.2 70.8 37.1 121 13.8 59.9
"1053" "Portugal" "1985" 2.04 1.78 17600 32.3 73.3 9.93 109 17.2 45.3
"1054" "Qatar" "1985" 2.81 4.93 66600 34.8 72.1 0.371 31.6 1.81 90.1
"1055" "Romania" "1985" 3.14 2.27 13600 22.4 69.7 23.1 97.9 14.8 49.6
"1056" "Russia" "1985" 2.49 2.05 20400 23.9 68.5 143 8.73 13.8 71.9
"1057" "Rwanda" "1985" 16.1 8.18 953 30.4 51.5 6.15 259 3.85 5.06
"1058" "Samoa" "1985" 3.65 5.62 4060 40.7 66 0.16 58.8 5.27 21.2
"1059" "Sao Tome and Principe" "1985" 10 6.1 3040 31.9 62.2 0.105 111 6.89 38
"1060" "Saudi Arabia" "1985" 6.62 6.65 16800 37.6 67.5 13.1 6 4.1 72.6
"1061" "Senegal" "1985" 17.1 7.06 2450 55.1 56.2 6.47 33.9 4.87 37.5
"1062" "Serbia" "1985" 3.9 2.29 14700 34.2 70.4 9.25 103 14.2 48.3
"1063" "Seychelles" "1985" 2.07 3.19 11000 41.6 71.3 0.0698 148 9.4 49.3
"1064" "Sierra Leone" "1985" 27.1 6.73 1500 44.8 49.3 3.81 52.3 6.26 32
"1065" "Singapore" "1985" 1.09 1.61 26100 46 73.5 2.71 3930 7.92 100
"1066" "Slovak Republic" "1985" 1.82 2.22 14000 20 71 5.17 105 14.2 54.2
"1067" "Slovenia" "1985" 1.43 1.8 25000 24.6 72.1 1.95 97 14.6 49.6
"1068" "Solomon Islands" "1985" 4.38 6.28 1870 46.8 55.4 0.271 9.63 4.92 12.4
"1069" "Somalia" "1985" 19.1 7.15 1060 36 48.7 6.65 10.6 5.05 28.1
"1070" "South Africa" "1985" 7.18 4.32 11500 62.9 61.9 32.7 27.6 6.05 49.4
"1071" "South Korea" "1985" 2.43 1.84 8450 36.9 69.9 40.8 417 6.7 64.9
"1072" "South Sudan" "1985" 27.6 6.81 2470 47.7 52.7 5.22 8.34 4.39 9.84
"1073" "Spain" "1985" 1.12 1.63 20400 34.4 76.5 38.7 76.6 17 74.2
"1074" "Sri Lanka" "1985" 3.02 2.9 3590 32.5 69.3 16.2 257 8.14 18.6
"1075" "St. Lucia" "1985" 2.61 3.89 7480 42.6 70 0.126 216 7.55 27.9
"1076" "St. Vincent and the Grenadines" "1985" 3.22 3.33 5120 39.9 70 0.105 284 8.9 38.6
"1077" "Sudan" "1985" 14.1 6.47 2850 36.2 52.2 17.2 11.1 3.98 22.9
"1078" "Suriname" "1985" 5.48 3.38 14700 53.5 69.1 0.369 2.48 5.69 65.3
"1079" "Sweden" "1985" 0.76 1.74 31200 23 77.1 8.36 20.6 22.9 83.1
"1080" "Switzerland" "1985" 0.901 1.54 51000 35.4 77.2 6.44 162 19.1 74.2
"1081" "Syria" "1985" 4.7 6.36 11700 35.7 69.4 10.6 57.4 4.57 47.9
"1082" "Tajikistan" "1985" 11.9 5.57 4850 26.8 66.7 4.54 32.6 5.47 33.2
"1083" "Tanzania" "1985" 17.7 6.47 1280 31.7 56.6 21.6 25.5 4.62 16.8
"1084" "Thailand" "1985" 4.78 2.57 4840 44.4 70 52 99 5.69 28.1
"1085" "Timor-Leste" "1985" 22 5.34 1920 36.8 57.8 0.657 45.9 4.13 18.6
"1086" "Togo" "1985" 15.8 6.87 1690 51.8 57.1 3.25 61.3 4.72 26.6
"1087" "Tonga" "1985" 2.57 5.13 3860 38.2 69.9 0.0939 149 6.23 22.3
"1088" "Trinidad and Tobago" "1985" 3.4 3.06 13200 42.8 68.3 1.17 234 7.17 53.2
"1089" "Tunisia" "1985" 7.1 4.43 5550 43.4 70.2 7.33 48.1 6.22 53.8
"1090" "Turkey" "1985" 9.86 3.74 9860 44.4 66.7 49.1 63.9 6.86 52.4
"1091" "Turkmenistan" "1985" 10 4.65 7610 30.3 65 3.24 6.91 5.86 46
"1092" "Uganda" "1985" 19.7 7.1 896 49 50.3 14.6 75.3 4.69 9.15
"1093" "Ukraine" "1985" 2.24 2 15200 29.2 70.3 50.9 87.9 16.4 64.7
"1094" "United Arab Emirates" "1985" 2.28 5.14 63500 32.4 68.5 1.37 19.4 1.85 79.8
"1095" "United Kingdom" "1985" 1.14 1.81 26800 31.4 74.8 56.4 233 20.7 78.4
"1096" "United States" "1985" 1.27 1.84 36500 37 74.9 240 25.7 16.3 74.5
"1097" "Uruguay" "1985" 2.85 2.53 9690 40 72.3 3.01 17.5 15.4 87.2
"1098" "Uzbekistan" "1985" 8.58 4.59 4330 34.2 68.4 18.1 42.5 5.71 40.7
"1099" "Vanuatu" "1985" 4.79 5.21 3010 37.8 62.9 0.13 10.9 5.47 16.7
"1100" "Venezuela" "1985" 3.6 3.79 15400 54.2 71.6 17.3 19 5.5 81.9
"1101" "Vietnam" "1985" 6.12 4.21 1540 35.5 67.8 60.9 191 8.03 19.6
"1102" "Yemen" "1985" 15.4 8.87 4320 37.2 56.7 9.57 20.9 4.7 18.4
"1103" "Zambia" "1985" 16.9 6.75 2020 63 55.1 6.92 8.99 4.35 39.7
"1104" "Zimbabwe" "1985" 8.24 6.22 3830 37.7 63 8.88 22.5 4.6 25.4
"1105" "Afghanistan" "1990" 17.9 7.47 1120 37.6 53.8 12.4 16.5 3.84 21.2
"1106" "Albania" "1990" 4.07 2.98 4830 26.9 72.8 3.29 120 8.38 36.4
"1107" "Algeria" "1990" 4.95 4.73 8750 38.7 67.5 25.8 10.7 4.85 52.1
"1108" "Angola" "1990" 22.3 7.25 1610 53.1 49.7 11.8 9.49 3.65 37.1
"1109" "Antigua and Barbuda" "1990" 2.8 2.06 15500 37.7 74 0.0625 144 12 35.4
"1110" "Argentina" "1990" 2.86 2.99 14100 46.4 72.5 32.6 11.7 12.6 87
"1111" "Armenia" "1990" 4.9 2.54 5180 42.3 70.6 3.54 125 9.41 67.4
"1112" "Australia" "1990" 0.919 1.88 31000 33 77 17 2.22 15.4 85.4
"1113" "Austria" "1990" 0.952 1.46 37500 26.3 76 7.72 93.1 20.1 63
"1114" "Azerbaijan" "1990" 9.56 3.09 7620 33.5 66.9 7.24 89.9 7.55 53.7
"1115" "Bahamas" "1990" 2.35 2.64 38100 44.5 70.9 0.256 50.5 6.67 79.8
"1116" "Bahrain" "1990" 2.3 3.74 38600 35.9 69.5 0.496 661 3.58 88.1
"1117" "Bangladesh" "1990" 14.4 4.55 1520 28 58.2 103 823 5.38 19.8
"1118" "Barbados" "1990" 1.81 1.74 14000 46.7 73.9 0.261 602 14.6 37.4
"1119" "Belarus" "1990" 1.52 1.9 8900 19.1 71.3 10.2 51.4 16.5 66
"1120" "Belgium" "1990" 1 1.58 35500 25.3 76.2 10 329 20.6 96.4
"1121" "Belize" "1990" 3.83 4.51 4860 60.8 72.8 0.188 8.01 6.04 47.5
"1122" "Benin" "1990" 17.5 6.74 2180 40.6 55.7 4.98 45.5 5.51 34.5
"1123" "Bhutan" "1990" 12.7 5.64 2880 41.3 60.3 0.531 14.5 5.1 16.4
"1124" "Bolivia" "1990" 12.1 4.91 4590 46.9 61.7 6.86 6.55 6.01 55.6
"1125" "Bosnia and Herzegovina" "1990" 1.81 1.77 3710 31 73.2 4.46 87.8 11.6 39.2
"1126" "Botswana" "1990" 5.13 4.54 8430 58.2 61.3 1.29 2.37 4.86 41.9
"1127" "Brazil" "1990" 6.3 2.81 10500 60.5 67.3 149 18 6.9 73.9
"1128" "Brunei" "1990" 1.35 3.53 71200 34.7 69.4 0.259 45.4 3.91 66.4
"1129" "Bulgaria" "1990" 1.83 1.77 12500 25.6 70.1 8.84 80.9 19.8 66.4
"1130" "Burkina Faso" "1990" 19.9 7.01 1020 48.1 50.7 8.81 33.4 5.34 13.8
"1131" "Burundi" "1990" 17.4 7.51 1190 32.5 48.7 5.44 211 4.43 6.27
"1132" "Cambodia" "1990" 11.6 5.6 1630 42.1 57.8 8.98 49.2 4.7 15.5
"1133" "Cameroon" "1990" 13.7 6.44 3380 39.3 58.4 11.8 24.5 5.54 39.7
"1134" "Canada" "1990" 0.825 1.66 34600 31.1 77.4 27.5 3.04 15.5 76.6
"1135" "Cape Verde" "1990" 6.06 5.31 1750 52.7 69.9 0.338 90.5 7.23 44.1
"1136" "Central African Republic" "1990" 18 5.81 1200 61.8 48.1 2.81 4.51 3.99 36.8
"1137" "Chad" "1990" 21.2 7.31 1000 38.1 53.5 5.96 4.63 5.3 20.8
"1138" "Chile" "1990" 1.91 2.55 9850 57.3 73.4 13.3 17.7 9.36 83.3
"1139" "China" "1990" 5.37 2.35 1420 32.2 68.1 1180 120 8.12 26.4
"1140" "Colombia" "1990" 3.52 2.99 8310 51 71.5 33.1 29 5.87 69.5
"1141" "Comoros" "1990" 12.5 5.57 3060 50.5 58.5 0.412 232 5.98 27.9
"1142" "Congo, Dem. Rep." "1990" 18.6 7.13 1820 42.3 54.3 34.6 15.9 4.64 30.6
"1143" "Congo, Rep." "1990" 9.02 5.35 5070 45.6 54 2.36 6.99 5.24 54.3
"1144" "Costa Rica" "1990" 1.67 3.17 9930 45.3 76.9 3.12 61.9 7.23 50
